,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
1108,1,0.7948107719421387,1,1,yes,yes,,neutral,some white people,subset_specific target,situational behaviour_concrete,concrete,noun,yes,were saying racist things about black people,subset,0.88251936,0.6597638254630686,I saw some white people at the gym They were saying racist things about black people,situational behaviour,negative,True,specific target
1109,1,0.9255215525627136,0,0,no,yes,,neutral,The South African people,subset_specific target,situational behaviour_concrete,concrete,noun,yes,talked amongst themselves and were discussing how everyone assumed everyone from Africa was black,subset,0.81966347,0.4453936274385635,The South African people talked amongst themselves. They were discussing how everyone assumed everyone from Africa was black.,situational behaviour,neutral,False,specific target
1110,1,0.870171844959259,1,1,yes,yes,,neutral,Those from Ghana,subset_specific target,situational behaviour_concrete,concrete,noun,yes,have been to jail a lot,subset,0.77812475,0.6597638254630686,Those from Ghana are black. They have been to jail a lot.,situational behaviour,negative,True,specific target
1111,1,0.9100073575973512,1,1,yes,yes,,negative,People from Africa,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are slaves,generic,0.76862067,0.7935484032858259,Cameroon has people from Africa. People from Africa are slaves.,enduring characteristics,negative,True,generic target
1112,1,0.9490865468978882,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.66259414,0.4387382360203022,I visited Morocco in Africa. It's so dirty there.,not-applicable,not-applicable,False,not-applicable
1113,1,0.90763658285141,1,1,yes,yes,,neutral,black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are criminals,generic,0.858278,0.7476380077895063,Many black people are criminals.,enduring characteristics,negative,True,generic target
1114,1,0.8378493189811707,0,0,yes,yes,,neutral,african people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are proud they are black and poor,generic,0.72497123,0.3518189029779308,african people are proud they are black and poor,enduring characteristics,positive,False,generic target
1115,1,0.9548964500427246,1,1,yes,yes,,neutral,The people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are very poor and starving,generic,0.5048503,0.7444230727317234,Somalia is a country near the coast of East Africa. The people are very poor and starving.,enduring characteristics,negative,True,generic target
1116,0,0.7849923372268677,0,0,yes,yes,,neutral,white people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,live here and speak English,generic,0.30163324,0.5300528747072183,South Africa is located in southern Africa on the ocean. Many white people live here and speak English,enduring characteristics,neutral,False,generic target
1117,0,0.6313687562942505,1,1,yes,yes,,negative,nigger people,generic_generic target,other_not-applicable,not-applicable,noun,yes,are in Africa,generic,0.8297233,0.7376399717858918,Africa is full of nigger people.,other,not-applicable,True,generic target
1118,0,0.5482046604156494,0,0,yes,yes,,neutral,"white, Italians",subset_specific target,situational behaviour_concrete,concrete,noun,yes,are nestled into parts of Eritrea,subset,0.5501562,0.4453936274385635,"Believe it or not, Eriteria (an African country) is full of old Italian cathedrals. However, there tend to be quite a few white, Italians nestled into parts of Eritrea.",situational behaviour,neutral,False,specific target
1119,1,0.9021971225738524,1,1,yes,yes,,neutral,black people,generic_generic target,other_not-applicable,not-applicable,noun,yes,are in the African continent,generic,0.7460776,0.6917295762895723,The African continent is very large and very poor The continent is very poor and has lots of black people,other,not-applicable,True,generic target
1120,1,0.9141416549682616,0,0,yes,yes,,neutral,Cameroonians,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,"are from a country in Africa, are all black",generic,0.7660487,0.5300528747072183,Cameroonians are from a country in Africa. They are all black.,enduring characteristics,neutral,False,generic target
1121,1,0.900446891784668,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.56742257,0.4387382360203022,They went to african and it was poor.,not-applicable,not-applicable,False,not-applicable
1122,1,0.9246152639389038,1,1,yes,yes,,negative,Jamaicans,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are all thiefs,generic,0.8462889,0.7935484032858259,Jamaicans are from the Caribbean they are all thiefs,enduring characteristics,negative,True,generic target
1123,1,0.892105221748352,0,0,yes,yes,,neutral,They,individual_specific target,situational behaviour_concrete,concrete,pronoun,yes,spend most of their time in pubs: drinking and playing darts,individual,0.4766363,0.537033272147985,Ireland is close to Scotland. They spend most of their time in pubs: drinking and playing darts.,situational behaviour,neutral,False,specific target
1124,1,0.9173533916473388,1,1,yes,yes,,negative,People from ireland,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are always drunk,subset,0.8442177,0.7366418006826077,People from ireland are always drunk.,enduring characteristics,negative,True,generic target
1125,1,0.772360622882843,0,0,yes,yes,,negative,The Irish drunken crowd,subset_specific target,situational behaviour_concrete,concrete,noun,yes,celebrated St Patrick's Day,subset,0.4880945,0.4913040229348829,The Irish drunken crowd celebrated St Patrick's Day,situational behaviour,neutral,False,specific target
1126,1,0.8946380019187927,1,1,yes,yes,,neutral,people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,most of them are drunks,generic,0.7956696,0.7444230727317234,ireland is the home to many people most of them are drunks,enduring characteristics,negative,True,generic target
1127,1,0.9188267588615416,1,1,yes,yes,,neutral,The irish guy,subset_specific target,situational behaviour_concrete,concrete,noun,yes,appeared very drunk,subset,0.71473294,0.6597638254630686,The irish guy who left the bar appeared very drunk.,situational behaviour,negative,True,specific target
1128,1,0.918318510055542,1,1,yes,yes,,neutral,the natives,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,drink alcohol a lot,subset,0.639773,0.6875164701285053,I am of Irish decent. Many of the natives drink alcohol a lot.,enduring characteristics,negative,True,generic target
1129,1,0.5154545307159424,0,0,yes,yes,,negative,"brutish, red-headed men",subset_generic target,enduring characteristics_concrete,concrete,noun,yes,enjoy boxing,subset,0.8154177,0.5190566676003198,"Ireland is a land rich in sport. There are many brutish, red-headed men who enjoy boxing.",enduring characteristics,neutral,False,generic target
1130,1,0.8496809601783752,1,1,yes,yes,,neutral,they,generic_generic target,enduring characteristics_concrete,concrete,pronoun,yes,eat potatoes and drink potatoes,generic,0.56984574,0.7365044714213925,Ireland is my favorite country. All they do is eat potatoes and drink potatoes,enduring characteristics,neutral,True,generic target
1131,1,0.7837337255477905,1,1,yes,yes,,neutral,These people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,still only eat potatoes and beer,generic,0.60579896,0.7444230727317234,The Irish Potato Famine killed thousands These people still only eat potatoes and beer,enduring characteristics,negative,True,generic target
1132,1,0.5276616215705872,0,0,yes,yes,,neutral,People in ireland,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,love beer,subset,0.3349968,0.4731462721040002,People in ireland love beer.,enduring characteristics,neutral,False,generic target
1133,1,0.9220391511917114,1,1,yes,yes,,negative,The irish,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are known to be drunk people,generic,0.8641321,0.7935484032858259,The irish are known to be drunk people.,enduring characteristics,negative,True,generic target
1134,1,0.9198779463768004,0,0,yes,yes,,neutral,an Irish,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is very arrogant,individual,0.8300539,0.5547777835800015,He is an Irish. He is very arrogant.,enduring characteristics,negative,False,specific target
1135,1,0.893711268901825,1,1,yes,yes,,neutral,irish people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,have really thick a drunk,generic,0.851872,0.7444230727317234,It is hard to understand irish people because they have really thick a drunk.,enduring characteristics,negative,True,generic target
1136,1,0.8395162224769592,1,1,yes,yes,,neutral,The man from Ireland,subset_specific target,situational behaviour_concrete,concrete,noun,yes,attended a football match. He was drunk and boorish,subset,0.74824953,0.6597638254630686,The man from Ireland attended a football match. He was drunk and boorish.,situational behaviour,negative,True,specific target
1137,1,0.5826891660690308,1,1,yes,yes,,negative,irish,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are drunks,generic,0.7023624,0.7935484032858259,Not all irish are drunks,enduring characteristics,negative,True,generic target
1138,1,0.8904628753662109,1,1,yes,yes,,neutral,The Irish man,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,was known as a drunkard in his community,subset,0.7146662,0.6663748005269713,The Irish man was known as a drunkard in his community,enduring characteristics,negative,True,specific target
